,600-Days Cummulative Value,600-Days Cummulative Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0%,164.798%,64.798%,0.982006275,1.038911607,0.978247396,1.001087307,0.986126336,0.988586782,1.015326258,0.974782341,0.969515679,1.016718149,1.030717179,1.013457877,0.983362141,1.002900996,0.974649729,1.024158851,0.995015768,1.007667417,1.033740104,1.044298452,0.996869006,1.005381451,1.014564458,0.997980054,1.036501998,1.071775679,1.024258921,1.013395154,1.020916602,0.968739866,1.03422363,1.017804715,0.984443865,1.021691655,1.004558281,0.952050302,1.003661709,1.016620445,1.025379503,1.03094101,1.000582316,1.018291618,1.000798285,0.965833227,1.031753147,0.949610861,1.006114065,0.984087741,1.013243604,1.05358879,0.966352003,0.981547368,0.998664469,1.019058185,1.025694276,1.00844762,0.97715708,1.03198879,0.997879895,1.033215131,0.996654219,1.037709746,0.972534568,0.984302628,1.033328595,0.976915008,0.949145625,0.996374458,0.998832247,0.997330112,0.962995905,0.950787759,1.036183268,0.968417559,1.013672278,0.975353056,0.9794631,0.955987055,1.015762536,1.032415994,1.015726116,0.992131788,1.013618549,0.960227274,1.001572407,1.004145231,1.040713624,0.961701439,1.031383207,1.059525111,1.026118485,0.940872828,1.029135481,0.991677607,0.962940036,0.986425953,1.001129231,1.010801638,1.035504527,1.004637146,0.948340026,1.065230998,1.008046725,1.013897913,0.995796142,1.04147253,1.026161138,1.033306529,1.016646842,1.000650906,1.021521594,1.038948159,1.01914435,0.986812955,0.997007924,0.977543749,0.991037897,0.999084018,1.000749024,1.038934313,1.021033494,1.010650704,1.007198896,1.017946253,1.03013277,0.976355479,0.984102092,0.987594836,0.98452105,1.027621911,1.010890281,0.986117656,0.978353896,0.984508048,1.01274753,0.976871166,1.031282271,1.007019797,1.020840465,0.981197921,1.025580387,0.904148019,1.012071768,0.973321961,1.011727059,1.032672953,1.029793719,1.023389261,1.02107073,0.990665061,0.993641792,1.059228713,1.00546523,0.99864683,0.993844527,0.99777091,0.990842487,0.984374003,0.975773668,1.026319352,0.980515317,0.997191889,0.938967428,1.004628921,1.051252274,0.966169902,1.051521561,1.018472626,1.022573626,1.008943328,0.972912271,1.030762289,1.00945644,1.027424,1.012590178,1.015555561,0.988016071,0.919707561,1.013394385,1.02158066,0.984564896,0.988972881,1.028239901,0.969136886,1.018919688,1.03070848,1.001758717,0.977829448,1.075674599,1.005028652,0.968005344,1.075831024,1.010369547,0.976302683,0.993473566,0.998867972,1.067844561,0.968407707,0.993891438,0.960040818,0.990653929,1.036860697,1.036660092,1.023386005,0.984382266,0.956466932,0.96192566,1.0387134,1.015057537,0.963165468,0.995009361,1.023339855,0.962655868,1.022885611,1.011311826,1.116522846,1.030038388,1.029296593,0.995483932,1.000187254,0.953043318,0.949133378,1.044598354,1.01488938,0.99977338,0.946268927,1.129994928,1.050995277,1.097819873,1.046248839,0.951027958,1.101036112,0.738713138,0.931250837,1.031175909,1.037713761,1.019906533,1.004194731,0.933633273,1.055014426,0.839060231,0.879272389,0.938992799,0.974601225,0.85238428,0.843673516,0.904246648,1.053271479,1.039459104,1.004231056,0.974140343,1.022157765,1.080164193,1.119844436,0.906318226,0.97910237,0.956847541,0.904573126,1.047212556,0.995715993,1.051483718,0.957443398,1.035521865,0.981391878,1.021380486,0.984138975,0.954982807,1.036595616,1.069227011,1.005358517,0.998153506,1.03652405,1.010084576,1.03342477,0.998238647,0.971584861,0.977176379,1.047788439,1.006380327,0.97579748,1.014745342,0.989352685,1.028440521,0.954048757,0.985666411,1.015804831,1.014140417,0.98966467,1.003165943,1.023008926,0.957803387,1.013999651,0.972850511,0.994054554,0.946068606,0.989016172,1.005922588,0.984677406,1.068097955,0.989853456,0.984974197,1.045434313,1.030425085,1.038234506,0.945457909,1.001632013,0.99084052,0.942852245,1.008231212,1.010618437,1.011828948,1.003138207,1.03716715,1.043966815,0.999336129,1.008602116,0.987556135,1.000108486,0.98520977,0.973338653,0.976473801,1.006899195,0.980295086,0.980119074,1.002585786,1.005634006,0.971244844,0.974781857,1.011411342,1.03199428,0.964513513,0.98895021,1.000126358,0.966783338,1.022847027,0.986084767,0.982063334,1.000001691,1.025236625,1.013164669,1.022401366,0.974040058,0.975827352,0.997983503,1.022480966,0.936192681,1.067243999,0.988373534,1.018300341,0.999300458,1.039474185,0.97633717,1.010287945,0.998040231,1.00714504,1.017893916,1.019321137,0.986929855,1.000982834,1.0103451,1.031327636,1.002751229,1.013124506,0.995930357,1.001578678,0.988561895,1.015359825,1.049989769,0.969786468,1.051744621,0.989518532,1.002358913,0.940626316,1.002664612,1.004717492,0.955068759,1.019214626,1.02440469,0.989858761,1.006051871,1.040791539,1.003476286,0.977176032,1.000586981,1.041521182,0.96433789,0.956858696,0.973040086,1.028040661,1.002858371,0.992962912,1.023822016,0.998802667,0.985448987,1.003481769,0.941244689,0.981165777,0.973534235,0.979993777,1.019736789,1.035574081,1.01338935,1.054287023,0.978041931,0.989941811,1.001564968,0.978016646,0.957685966,0.986953457,0.994711895,1.010048945,0.991602119,1.003419438,0.947254308,0.985431535,1.026167091,1.016638482,0.991392575,1.008165232,1.094309955,1.005745518,0.997585788,1.010434382,1.039619974,1.008046488,0.986270766,0.997075285,0.981812734,0.98679887,1.005615097,1.00198088,1.012712241,0.937828597,1.003419093,0.969674879,1.00872848,0.986982749,0.968412172,0.978519406,0.982840294,1.028374982,1.026711884,1.014042686,0.992921397,1.005215682,0.978354399,0.985146531,1.010890459,1.027428059,1.018131589,1.023991973,1.008282612,1.016816842,1.025042009,0.991104563,1.031161406,0.969765014,0.997224506,1.008574054,0.990276623,0.997178631,1.013681681,0.977980597,0.992307722,1.000160221,0.980451107,0.999664337,0.974094198,0.977317474,1.017644749,1.000390739,1.001958271,1.017692432,1.021914644,1.02341952,0.983001052,1.023584237,0.983660149,1.015303577,1.015763748,1.021376722,0.979649312,1.00018152,0.982626415,0.980145734,1.004343342,0.990321355,1.034908625,1.013377078,1.034676595,0.989601092,0.993092344,0.978063613,1.008575067,1.002785448,0.989659382,1.021285159,1.030137831,0.998724518,0.922397876,1.039224044,1.036064737,1.007958874,1.020574564,0.999416531,1.03653405,0.992634539,1.024117961,0.95091079,1.031414338,0.996906887,0.98284251,0.985931924,0.991428136,1.020301299,0.989654173,1.032246579,1.05110709,0.993097489,1.043705897,1.000242721,1.029636662,0.979539959,0.991224021,1.00557536,0.978052218,1.012501725,0.977336801,0.986147528,0.990217609,0.995420554,0.991471241,1.01273209,1.005478469,1.037243214,1.001307148,0.984686214,1.017194836,0.980618538,0.997054665,1.056791389,1.039297562,0.917959442,0.977752747,1.010143576,0.99082328,0.992525751,0.915880398,1.091823816,1.021363456,0.973746528,1.025078425,1.002284893,0.996212802,1.042065425,1.00281812,0.972616918,0.985115694,1.027769488,1.00187966,1.01138953,1.074653665,1.001090568,1.000649416,1.007468691,0.996777958,1.02834578,0.997635488,1.01592397,1.026113932,1.041131399,1.005056404,1.000346014,1.005097577,0.96637628,0.970597904,0.988983069,0.972930515,1.003694713,1.013469772,1.013021701,1.002278587,0.991467248,0.989394957,1.025346492,1.009266419,0.984403761,0.988230408,1.021350004,0.995746545,0.96726062,1.061502427,0.999359985,0.98655019,1.021100857,0.994889282,1.005481857,1.020066242,1.038539298,0.986867975
0.5%,211.725%,111.725%,1.005100264,1.073456975,0.98025793,1.013237374,0.983635769,0.984954566,1.030516765,0.967521528,0.970051964,1.028657233,1.029694807,1.015390275,1.00490344,1.012334622,0.990238813,1.013567405,0.986748101,1.014920343,1.017140924,1.028805332,0.988437051,0.998137933,1.00915706,0.98996048,1.044524615,1.054939022,1.015573716,1.016889665,1.012630835,0.971640855,1.018090447,1.008154828,0.988209945,1.012829909,1.003948989,0.976246669,0.995680612,1.010616918,1.020167451,1.002431195,1.017913269,0.997128786,1.017664802,0.98914052,1.02345743,0.96638592,0.997471448,1.007429313,0.996956494,1.053697202,0.962592174,1.010885536,0.994891087,1.007400236,1.030123084,1.02160481,0.998328447,1.028381103,1.025817398,1.058219769,0.996413957,1.015368375,0.981897802,0.997000654,1.015400164,1.013153574,0.974298903,1.01789628,0.976580434,0.986959258,0.993705658,0.980982407,1.038833871,0.970462618,0.973937457,0.985207293,0.987352687,0.973611221,1.004249879,1.010168604,1.008180955,0.999665097,0.998835819,0.990653659,1.032832818,0.998721546,1.011945126,0.975531829,1.020315278,1.050156987,1.072274703,0.906987903,1.01271889,1.005319269,0.941109485,1.00780863,1.001367949,1.009998724,1.011122523,1.000978589,0.986610019,1.0435461,1.012923729,0.980921833,1.009862464,1.023117558,1.003922025,1.034436194,1.011838387,1.025515011,1.004213121,1.015939399,0.996916726,0.991088729,0.986261819,0.976039012,0.994485715,1.007231243,1.004341013,1.04807354,1.019385264,0.991740274,1.0440587,1.00970309,1.031288308,0.949693693,1.030508323,1.007085166,1.016855946,1.026431784,1.051781723,0.982203284,0.976130261,1.018501078,0.998420393,0.993624357,0.989587845,0.984017127,0.992562862,1.019499826,1.001553611,0.912443061,1.061685574,0.967039624,0.990999611,1.042331775,1.038873702,1.033452481,0.987664846,0.983462771,0.974378491,1.05864406,1.028823958,0.967797988,0.99039525,0.976625757,1.00961751,0.968080401,0.976669063,1.033082637,0.984682121,1.018046224,0.948947175,0.99893916,1.049812207,0.936543246,1.064923947,1.044554582,0.994860888,1.004003727,0.971418518,1.068003876,1.01030137,1.045398481,1.030455193,1.027921734,0.97637222,0.930955068,1.036137928,1.004876627,0.97724121,0.994867735,1.021520084,0.98627515,1.012001427,1.041582235,1.028453473,0.957639465,1.055070145,1.029722898,0.990555897,1.04119371,1.050685766,0.980144066,1.03850028,1.032207268,1.052971852,0.958391818,0.985976059,0.941131773,0.961723878,1.030834738,1.026857694,1.011620138,1.002724731,0.960391966,1.000823008,1.101527505,1.011457904,0.968363377,1.06112213,1.067409444,0.876851942,0.93357949,1.012902662,1.052774323,0.964907384,1.011220468,1.000694141,1.021580801,0.942689296,0.906891531,1.082782782,1.047253008,0.972162573,0.899935317,1.201228472,0.907924739,1.105711256,1.058605914,0.946474916,1.170597542,0.696516468,0.957704496,0.996485907,1.076991558,1.004755177,0.957957947,0.904868511,1.062696839,0.987523194,0.878750941,0.917349358,1.003347158,0.901913727,0.905676532,0.977933079,0.983650507,0.933229124,1.00571817,0.918795043,1.03856371,1.078381914,1.098605917,0.876181889,1.034504966,0.976998508,0.923000491,0.999273408,0.99134064,1.038949206,0.960140777,1.018645816,0.996421222,0.988853988,0.96881881,0.952625484,1.004259426,1.001082849,1.012264802,0.9871436,1.06511736,1.016674821,1.032646759,0.98844446,0.954849447,0.973355225,1.093585729,0.993908652,0.958472155,1.00132561,0.991256836,1.015374184,0.931507608,0.989579049,1.030304302,1.013787658,0.975517995,1.004632941,1.047354273,0.933231685,1.01699016,0.952949601,0.971647105,0.929499611,1.012724349,1.004932458,0.998535743,1.092074998,0.981734799,0.991558509,1.055442484,1.034165145,1.058246446,0.924172725,1.01301876,0.982412104,0.955607569,1.019684305,0.991430064,1.003992861,0.992828976,1.046161321,1.015049921,0.998066064,1.006864209,0.990912482,0.979122965,0.989071804,0.994029657,0.960167412,1.02058628,0.971922586,0.962425459,0.992049802,1.017613614,0.960546136,0.961052196,1.005596982,1.024615178,0.979086014,0.974701615,0.986852999,0.966107334,1.028466783,0.972756213,0.985433758,1.012536112,1.017029532,1.015695883,1.027188554,0.959203954,0.992283499,0.993609289,1.010666521,0.954010074,1.044623049,1.000054342,1.007179055,0.972368784,1.059179239,0.982292944,0.998440227,1.016789579,1.017690463,1.019317377,1.021860196,0.980380761,0.990098623,0.997571933,1.00482104,1.001702123,1.019530798,1.037659048,0.97899084,0.974020051,1.018134884,1.048289313,1.001931632,1.046735704,0.980391119,1.011642835,0.885790147,1.035990689,0.988311636,0.96345616,1.053552348,1.016015412,0.993698986,0.974985753,1.019296316,0.992670595,0.93670493,1.012352884,1.051874387,0.981715136,0.976431842,0.970723422,1.02909828,0.998751601,1.032052923,1.048224165,1.011352602,0.974592475,0.986084608,0.947429433,0.972756144,0.981183677,1.022239204,1.022639515,1.057013593,1.007790169,1.081626307,0.971012027,0.997502168,1.016361047,0.943890861,0.955440647,0.988046136,0.985314116,1.014756864,0.990248652,1.030100974,0.940773297,0.984519526,1.029643751,1.023535282,0.998615165,1.016394416,1.105910515,1.003599373,1.005649106,0.99183112,1.028951039,1.001144059,0.985897625,0.991084009,0.985707978,0.998456994,0.983497331,0.985968386,1.014433792,0.94554906,1.022601905,0.953768525,1.023132284,0.985494474,0.986911092,0.979373372,0.978721533,1.012077791,1.029536436,1.002106964,0.995456872,1.010035185,0.970227203,0.983580232,1.012571345,1.042631396,1.012030566,1.03564048,1.001459714,1.026722839,1.072764523,0.971354465,1.03046981,0.931852348,0.992023448,1.019264049,0.98903679,0.991753864,1.012545657,0.996397211,0.974593769,1.020561733,0.958847994,0.997915321,0.990836749,0.991263777,1.003011696,0.988654543,1.021405417,1.021777568,1.01431204,1.026615309,0.969744183,1.042109323,0.967244175,1.015783465,1.027892315,1.033913189,0.9657349,1.001590168,0.980409523,0.997396504,1.005730758,0.999268703,1.058066807,1.019234998,1.021950641,0.993554304,1.001101833,0.978686257,1.034069066,1.007933572,1.004480654,1.044542013,1.02983999,1.024406998,0.93762037,1.035421269,1.025022822,1.022077959,1.022779537,1.047549813,1.055079651,1.003226633,1.0122158,0.948524936,1.012624594,0.97893624,0.975886397,0.967418883,0.988370991,1.049459731,0.992274132,1.030481809,1.027530137,0.984392935,1.030101842,1.005623643,1.021651604,0.997315337,0.995223797,1.018073126,0.954334895,1.002093673,1.014593353,0.967349574,0.993700986,0.99739643,1.004955378,1.023146306,1.004342633,1.050351236,1.003452652,1.006911711,1.021276723,0.994126965,0.978540853,1.03899022,1.02784391,0.927353006,1.009136296,1.023199043,1.007646626,0.988407943,0.939910942,1.107931669,1.028991289,0.971985917,1.007725708,0.998039727,0.983814712,1.032561808,0.976169214,0.96468852,1.02074297,0.995048251,0.996444403,1.019460666,1.035277155,0.986771711,1.010353204,1.019527643,0.99510152,1.037776684,0.983866447,1.019909786,0.995586879,1.061332582,1.022940303,0.990535133,1.00412718,0.964887236,0.957215708,0.98251221,1.031151038,1.01618693,1.022909349,1.020823151,0.987205226,0.98850612,0.961976243,1.026395209,1.010725249,1.001528342,1.0094,1.032962519,0.965442743,0.959750721,1.080507692,0.984390268,0.974074905,1.012081911,1.01573217,1.030894203,1.017278762,1.06732547,1.003643303
1.0%,152.920%,52.920%,1.027832954,1.113986538,0.981496348,1.023455247,0.978639164,0.984876473,1.045281364,0.960091732,0.968113134,1.043794165,1.027800736,1.018152063,1.033368049,1.025651705,1.006801718,1.008608656,0.975470518,1.024252247,0.993395305,1.012499559,0.973422247,0.99169397,1.005816337,0.978961317,1.045926141,1.038140959,1.003756878,1.020018478,1.003324168,0.977252874,1.002130059,0.999486249,0.992083365,1.005699778,1.002918474,1.002213194,0.988581751,1.003953846,1.016205929,0.975788269,1.032790034,0.976850321,1.035087241,1.012094897,1.016004353,0.982653846,0.988369125,1.027702669,0.980997594,1.053615315,0.958229281,1.044399899,0.991243041,0.995119914,1.037922435,1.033306468,1.018984245,1.025252392,1.056612143,1.086598948,0.996012666,0.993866656,0.990355142,1.009536406,0.997608506,1.046660773,0.999162403,1.040442121,0.95569988,0.978734067,1.024265357,1.007869125,1.04227004,0.971257497,0.930474394,0.995585897,0.999747855,0.992423013,0.992619912,0.989505548,0.999552458,1.004936866,0.981499711,1.019908476,1.062280824,0.994072218,0.986198441,0.987266808,1.009230336,1.040651339,1.113681184,0.875696304,0.998685569,1.018487296,0.919775,1.026797632,1.002619481,1.008481194,0.983419138,0.998401827,1.028943401,1.021524681,1.017885762,0.948361804,1.022803719,1.002763256,0.979660255,1.036120193,1.003385996,1.05494458,0.989671346,0.980771218,0.960764139,1.001424548,0.973488186,0.975226889,1.007593956,1.027045287,1.006983078,1.063128723,1.021460112,0.965971214,1.083098722,1.006816091,1.030796066,0.924353092,1.083953583,1.02710112,1.043182864,1.014781067,1.100174756,0.970107716,0.972745893,1.055976129,0.987873767,1.018317221,0.937709867,0.950654402,0.957016053,1.057906283,0.971415652,0.930660303,1.116748297,0.958921165,0.970093945,1.051686761,1.047642977,1.043292449,0.954021864,0.976347259,0.954957962,1.057281026,1.052181088,0.936267938,0.98728124,0.955047895,1.030085196,0.95051199,0.978322495,1.040878734,0.990986322,1.040859135,0.958696701,0.989920167,1.050187572,0.903551464,1.079034372,1.071401634,0.968177732,1.000261429,0.969427889,1.105052013,1.011033245,1.06423791,1.047699885,1.039585665,0.966089642,0.94368558,1.05878901,0.989444911,0.971463976,1.001409294,1.015202455,1.00027668,1.006865504,1.051983755,1.056480941,0.939248315,1.039232533,1.051142752,1.01337883,1.00915576,1.090846637,0.97686174,1.082105601,1.065737351,1.035855885,0.950993201,0.976171613,0.924590506,0.935033805,1.023887626,1.019187202,1.001914136,0.998079086,0.959604414,1.046066711,1.134956731,1.003136565,0.961442451,1.108449828,1.117128084,0.795286534,0.863195029,1.023834255,0.991789376,0.899410121,0.996659049,1.008300542,1.044623057,0.930796254,0.864989587,1.120097745,1.079382863,0.940711687,0.847940387,1.281945165,0.755831078,1.122910668,1.069123968,0.942082531,1.234251459,0.649273932,0.993602517,0.955076796,1.137605264,0.988536976,0.910721197,0.887066704,1.072538862,1.135381709,0.875965612,0.897649104,1.033991063,0.951900371,0.968567647,1.053645724,0.913895099,0.824646958,1.007382273,0.86170307,1.055167733,1.076064835,1.077088712,0.847164711,1.085857467,0.996210798,0.939931791,0.953191443,0.986677973,1.027701477,0.960847618,1.001374613,1.010692237,0.956288281,0.953631974,0.949984717,0.972051352,0.933417229,1.018963545,0.975551582,1.093630776,1.023550197,1.031713861,0.978469329,0.938061094,0.970070593,1.139584581,0.981165775,0.941171852,0.987707411,0.993196595,1.002540014,0.90956482,0.993258015,1.04405505,1.013137177,0.961019741,1.005711075,1.071877789,0.909516981,1.020780865,0.932527397,0.950346838,0.913121346,1.036410527,1.004220291,1.013279712,1.116598179,0.972957442,0.998204409,1.065751385,1.037263083,1.077898918,0.903297615,1.025236137,0.973816929,0.967889632,1.031844171,0.971859017,0.996479717,0.98326425,1.057830364,0.985167408,0.993184071,1.01091056,0.99078803,0.954942135,0.990531103,1.023451661,0.947120321,1.030053247,0.959926532,0.936270672,0.982613453,1.029081668,0.949780127,0.948168583,0.999879878,1.017710015,0.993479839,0.960143529,0.973870078,0.966388397,1.033179372,0.960333722,0.987920317,1.031131245,1.007362472,1.017029921,1.035255824,0.945821114,1.007235624,0.987354363,0.997102299,0.971936873,1.02697054,1.010241761,0.991823582,0.93353821,1.048030212,0.986484296,0.990679267,1.012064855,1.036284389,1.022043903,1.023876289,0.954389447,0.969621862,0.979489019,0.980905262,0.994262037,1.027479633,1.088582155,0.94939704,0.950985443,1.02465962,1.043971023,1.03609449,1.036466113,0.964850913,1.016160189,0.82668113,1.069759005,0.96934347,0.972678108,1.08951102,1.006880284,0.995769232,0.941756341,0.998089443,0.983375094,0.892932545,1.026466287,1.070209333,0.994758252,0.992304088,0.979757394,1.033570805,0.990707226,1.077464481,1.075816216,1.033386507,0.961163157,0.962560034,0.965493528,0.963983656,0.989517177,1.062681471,1.025985493,1.078414207,1.002353469,1.110224388,0.964742126,1.004356049,1.031147812,0.91011807,0.952705988,0.991733931,0.969336981,1.021124388,0.991653989,1.055751691,0.939516801,0.988924305,1.027474336,1.033332322,1.006542907,1.024254782,1.118499711,1.000618319,1.013241173,0.974086223,1.020914662,0.994084922,0.985457444,0.985926183,0.990944316,1.010735707,0.960734791,0.970857619,1.016672833,0.95190076,1.040464894,0.93835938,1.038183395,0.983656659,1.00414281,0.980690972,0.975769813,0.9948531,1.032093798,0.988707706,0.998855186,1.01284995,0.962751,0.982313382,1.015322291,1.05806073,1.004828525,1.048248914,0.996788249,1.036974611,1.120485504,0.94971243,1.025922724,0.889580157,0.990075148,1.029681535,0.987637296,0.985385399,1.011933377,1.016272516,0.95734995,1.040882123,0.936251603,0.996309287,1.009454946,1.007037508,0.98151316,0.97597672,1.04200764,1.025634195,1.007594698,1.028077281,0.95941062,1.059796334,0.948296001,1.019662065,1.038969023,1.048877376,0.95519072,1.00112575,0.974104029,1.017613522,1.005934686,1.010671387,1.083025402,1.02370146,1.009645912,0.999416715,1.009295512,0.980296766,1.060688012,1.012640318,1.018556403,1.067549183,1.030150919,1.049915147,0.954265736,1.029871541,1.014930221,1.035834065,1.026812054,1.093786933,1.073488023,1.013961378,1.001234783,0.94659596,0.994545227,0.961308084,0.968872952,0.948738423,0.985926769,1.076805315,0.994781263,1.01438901,1.032091564,0.980300186,1.015620308,1.014705262,1.048045204,1.002351719,1.001155724,1.023496773,0.912946546,1.006650716,1.020750701,0.947047362,0.996414907,0.999544495,1.016168511,1.033703187,1.002686158,1.068097984,1.005685527,1.029006802,1.026729074,1.010141026,0.961016669,1.026001616,1.01504472,0.930380393,1.035212433,1.030041058,1.025289024,0.985820436,0.962264165,1.122240635,1.034737805,0.969772361,0.989214947,0.98553453,0.952457217,1.025280872,0.938875822,0.964196148,1.041976168,0.949092378,0.968449274,1.025949324,0.98787824,0.971009331,1.034910301,1.041022456,1.001638404,1.046194506,0.96666259,1.024355079,0.960366984,1.078165391,1.039035717,0.985826243,1.006298399,0.963827829,0.951858718,0.972057498,1.085396646,1.024133835,1.026939456,1.017908449,0.965486552,0.988452633,0.931419669,1.02366875,1.008595569,1.020528095,1.004725332,1.043160021,0.933839708,0.953823681,1.099480162,0.964834559,0.962441912,1.003335578,1.030310877,1.059011775,1.008804316,1.094114435,1.021067066
