-0.0003764012,0.0067157021,0.0125300557,0.0028061606,0.0089031007,-0.0119240941,-0.0034201189,0.0030176173,0.0153603785,0.0073401442,0.0036804517,-0.0076713976,0.0131597321,-0.0011642146,0.0035763641,0.0103892096,0.0047299177,0.0042863857,0.0119752590,-0.0043553841,-0.0562090971,0.0013016082,0.0099744850,-0.0000828119,-0.0042900705,0.0011389660,-0.0017439659,-0.0060868896,0.0004174815,0.0070298509,0.0093360357,-0.0029468363,-0.0072983395,-0.0030889705,0.0046745858,0.0028081685,-0.0084619485,0.0101305103,-0.0082201092,0.0068042160,0.0020250112,0.0046209258,0.0001744281,0.0078555435,-0.0000356578,0.0010988642,0.0098788482,0.0050726163,-0.0014593632,0.0082262735
0.0068729542,0.0045292919,0.0103066246,0.0037906388,0.0157414450,-0.0041952111,-0.0049034034,0.0029768718,0.0099006423,0.0051619762,0.0133946297,-0.0070778651,0.0061208909,0.0028248560,0.0083921358,0.0113436190,0.0059204441,0.0041607069,-0.0033941241,-0.0050527892,-0.0456291214,-0.0006296039,-0.0022681830,-0.0026687498,-0.0044743563,0.0018799955,-0.0054683201,-0.0108795946,0.0010278804,0.0052640985,0.0103207823,-0.0105978454,0.0006942394,0.0024546131,0.0089882242,-0.0019815991,-0.0071058077,0.0141239798,-0.0103642557,0.0074844842,0.0064960273,0.0139067089,0.0026306500,0.0067846790,0.0037959540,0.0065935473,0.0016143616,0.0044005916,0.0049432555,0.0120070555
0.0144599930,0.0024951355,0.0077458846,0.0046735232,0.0235234728,0.0033510919,-0.0066848612,0.0027352460,0.0042487258,0.0037023287,0.0226497001,-0.0070045807,-0.0011581329,0.0070363151,0.0136237427,0.0129867329,0.0069321086,0.0002474221,-0.0191093722,-0.0031007607,-0.0350086365,-0.0030996938,-0.0145571721,-0.0052940314,-0.0043876299,0.0027337720,-0.0099853247,-0.0154476117,0.0021135293,-0.0043062225,0.0094844928,-0.0188965036,0.0114325850,0.0080191587,0.0140121787,-0.0063104840,-0.0060267940,0.0178548592,-0.0124322219,0.0078312703,0.0115502058,0.0234591970,0.0050037592,0.0060419760,0.0080201418,0.0105016329,-0.0128658665,0.0054376929,0.0057760405,0.0145186741
0.0220147599,0.0007182574,0.0050298642,0.0057192098,0.0320644044,0.0117750294,-0.0073869170,0.0021868935,-0.0015966984,0.0024430584,0.0321026224,-0.0057487484,-0.0089075829,0.0122289330,0.0199870930,0.0153251428,0.0079182870,-0.0036421251,-0.0347907697,-0.0033260783,-0.0226927125,-0.0059145665,-0.0268397730,-0.0077432478,-0.0042858225,0.0037242765,-0.0140176640,-0.0201562410,0.0029069788,-0.0101845202,0.0130357173,-0.0278122180,0.0194435232,0.0136098018,0.0190637389,-0.0104675271,-0.0044512952,0.0223019694,-0.0166762380,0.0080868482,0.0162124868,0.0329341750,0.0050431042,0.0041031635,0.0113934598,0.0142835511,-0.0257329160,0.0062498900,0.0072879262,0.0179023246
0.0293480902,-0.0010534420,0.0023488582,0.0068267115,0.0335974709,0.0193814933,-0.0072904022,0.0016469669,-0.0057467162,0.0004598548,0.0411087869,-0.0042853336,-0.0162640909,0.0181390702,0.0251701653,0.0161151424,0.0086922945,-0.0075549018,-0.0501402816,-0.0031468229,-0.0100247272,-0.0088814273,-0.0390924937,-0.0105710333,-0.0041887403,0.0045840502,-0.0180667733,-0.0249988496,0.0037198203,-0.0148698077,0.0086105603,-0.0363027011,0.0289746253,0.0190245206,0.0243661384,-0.0144918992,-0.0030801673,0.0263191863,-0.0184923769,0.0085030699,0.0209345154,0.0427725015,0.0087430279,0.0020145571,0.0150846351,0.0179482016,-0.0383520947,0.0070614759,0.0096108315,0.0216524919
0.0365700746,-0.0027799178,-0.0002908372,0.0078271561,0.0484785261,0.0276484375,-0.0078866356,0.0012487566,-0.0112869049,-0.0014147329,0.0509763403,-0.0029312028,-0.0246879912,0.0234231903,0.0317220483,0.0177400363,0.0096948490,-0.0115461557,-0.0651503766,-0.0043391280,0.0021148669,-0.0118349074,-0.0512266564,-0.0130319998,-0.0040085153,0.0056290264,-0.0218467365,-0.0298629805,0.0046404382,-0.0219362110,0.0083998325,-0.0446848231,0.0377836097,0.0244440035,0.0295613505,-0.0186639030,-0.0016695215,0.0304596618,-0.0224768221,0.0089264996,0.0254808792,0.0531852940,0.0080859669,-0.0001096375,0.0192703955,0.0209029662,-0.0503021673,0.0071778838,0.0119906131,0.0241349919
0.0439421080,-0.0046853101,-0.0029258134,0.0088322804,0.0562471704,0.0356230447,-0.0076103263,0.0007454010,-0.0168370993,-0.0033077339,0.0601173025,-0.0018437228,-0.0318539786,0.0289619217,0.0375095592,0.0188925762,0.0102326767,-0.0158018697,-0.0806410935,-0.0034148905,0.0138238880,-0.0147520808,-0.0634548339,-0.0158021627,-0.0039764891,0.0065462965,-0.0261763738,-0.0346701062,0.0055305822,-0.0274773597,0.0082868707,-0.0531328775,0.0466041223,0.0295109460,0.0347703867,-0.0228642591,-0.0002998716,0.0345021824,-0.0247005361,0.0094407342,0.0299653706,0.0615518176,0.0099345979,-0.0020673099,0.0231475211,0.0245323134,-0.0620707044,0.0079516455,0.0143792376,0.0275817116
0.0509829858,-0.0065919811,-0.0055469928,0.0100728930,0.0645859472,0.0433953988,-0.0081252343,0.0002831297,-0.0223377547,-0.0051510363,0.0695455063,-0.0007577352,-0.0409135042,0.0338986658,0.0431260364,0.0204020248,0.0127168246,-0.0196544602,-0.0971055515,-0.0045850252,0.0255317843,-0.0176117465,-0.0756863554,-0.0185114234,-0.0041492698,0.0072531443,-0.0302299313,-0.0395293785,0.0062118858,-0.0333560709,0.0081136231,-0.0615798349,0.0552289749,0.0346502717,0.0400812177,-0.0271062637,0.0011277735,0.0387415512,-0.0286486055,0.0094237338,0.0349250597,0.0711688295,0.0109534377,-0.0039768850,0.0268693568,0.0281488659,-0.0738257948,0.0087365995,0.0169448962,0.0309714806
0.0581970623,-0.0085906407,-0.0081362498,0.0110096794,0.0725883746,0.0512701564,-0.0086481005,-0.0012836388,-0.0280856981,-0.0070777330,0.0767643411,-0.0000442987,-0.0497683876,0.0393203796,0.0492093096,0.0212779521,0.0137461652,-0.0242241236,-0.1119156572,-0.0038156313,0.0371606102,-0.0206879738,-0.0881108063,-0.0198903593,-0.0038614186,0.0084247701,-0.0342793928,-0.0444201741,0.0069587616,-0.0394408341,0.0079470518,-0.0700515172,0.0642894697,0.0402683764,0.0455803403,-0.0313696255,0.0025184541,0.0423989605,-0.0316074718,0.0097252425,0.0390467985,0.0807862551,0.0131924925,-0.0058511996,0.0306456452,0.0318576303,-0.0862085305,0.0099610483,0.0197654369,0.0340079150
0.0654199668,-0.0101074729,-0.0106818161,0.0122477222,0.0801999001,0.0593144268,-0.0083743668,-0.0013082147,-0.0335030811,-0.0089619903,0.0877074924,0.0010158509,-0.0578186696,0.0456105473,0.0542817523,0.0225706764,0.0149204335,-0.0277109234,-0.1279357391,-0.0047832762,0.0487073476,-0.0236085435,-0.1001854757,-0.0236755389,-0.0040783745,0.0092039543,-0.0383903713,-0.0491584208,0.0077732038,-0.0452656732,0.0078359550,-0.0784989305,0.0726088425,0.0455359255,0.0507016519,-0.0356041360,0.0038910474,0.0464500455,-0.0340732092,0.0100084059,0.0443020637,0.0906393248,0.0149931253,-0.0073228548,0.0346730870,0.0355283942,-0.0989030414,0.0106092820,0.0222563823,0.0368052701
